Approved loan,Duration (in months),Age (diference in years between te bithday and date of disbursement),Number of family members ,Number of years at the current address ,Current years at job,Monthly Installment of the loan-Converted,Other installments of other loans-Converted,Monthly Income ,Loan classification,Credit Registry Information_Not and has not been categorized,Credit Registry Information_Not have history,Credit Registry Information_been categorized,Credit Registry Information_currently categorized,Education_College/High school,Education_Elementary,Education_Secondary/Less than high school,Education_University,Education_Without education,Locale currency,Euros,Gender_Male,Gender_Female,Marital Status_Married,Marital Status_Single,Marital Status_Widowed,Marital Status_Divorced,Marital Status_Seperated,Employment_Public sector,Employment_Privated sector,Employment_Administator,Employment_Self_emplyed,Employment_Unemplyed,Residential Status_Owner,Residential Status_Co-owner,Residential Status_Live with parents,Residential Status_Rent,Residential Status_Others,Reference not from bank staff,Reference from bank staff,Reference_no information,Overdraft,Loan
400000.0,0.0,56.0,2.0,21.58,32.58,5333.0,0.0,120000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
300000.0,0.0,59.0,2.0,19.25,19.25,4000.0,0.0,150000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
300000.0,0.0,44.0,4.0,24.41,25.41,4500.0,21000.0,160000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
200000.0,0.0,45.0,3.0,13.75,12.5,3000.0,0.0,93000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
150000.0,12.0,49.0,4.0,17.83,16.83,12876.0,0.0,38076.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
80000.0,0.0,46.0,2.0,13.91,20.91,12800.0,0.0,180746.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
200000.0,0.0,45.0,3.0,17.5,11.5,2666.0,0.0,69846.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
200000.0,0.0,43.0,4.0,9.91,13.75,2666.0,0.0,160849.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1000000.0,36.0,45.0,4.0,17.33,12.33,4000.0,0.0,11301.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
360000.0,0.0,47.0,2.0,14.75,16.83,4800.0,0.0,150000.0,1.0,1,1,1,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
290000.0,0.0,49.0,3.0,15.41,18.41,3866.0,0.0,119000.0,1.0,0,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
480000.0,0.0,45.0,4.0,13.41,15.91,20000.0,14229.0,167000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
250000.0,0.0,44.0,3.0,27.08,19.08,3333.0,0.0,83545.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
200000.0,0.0,42.0,6.0,8.58,13.58,2660.0,0.0,130000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
150000.0,0.0,46.0,4.0,26.08,20.08,2000.0,0.0,170000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
300000.0,0.0,46.0,4.0,8.66,26.66,4000.0,20000.0,121000.0,1.0,1,1,1,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
335000.0,0.0,47.0,4.0,16.58,13.16,21569.0,0.0,120000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
300000.0,0.0,48.0,3.0,27.0,27.0,4000.0,0.0,132000.0,1.0,0,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
400000.0,0.0,48.0,3.0,15.16,17.16,5333.0,0.0,150000.0,1.0,1,1,1,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
200000.0,0.0,43.0,3.0,38.58,5.16,2666.0,0.0,122536.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
230000.0,0.0,49.0,4.0,12.75,8.58,3067.0,0.0,163000.0,1.0,0,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
450245.8,36.0,48.0,3.0,17.33,19.33,22327.0,0.0,70936.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
200000.0,0.0,40.0,3.0,7.25,4.16,2667.0,0.0,150000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
120000.0,0.0,54.0,1.0,29.5,21.5,20000.0,0.0,66000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
300000.0,0.0,43.0,1.0,14.0,8.58,5000.0,22672.0,127000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
55000.0,0.0,38.0,1.0,7.58,15.66,11800.0,0.0,48000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
80000.0,12.0,59.0,3.0,13.91,15.91,6950.0,0.0,53170.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
144000.0,0.0,49.0,1.0,16.5,7.58,7000.0,0.0,45508.0,1.0,1,1,0,0,1,1,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
140000.0,0.0,37.0,4.0,7.5,6.33,5000.0,10000.0,43695.0,1.0,1,1,0,0,1,1,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
500000.0,0.0,58.0,4.0,17.08,12.08,6667.0,0.0,121000.0,1.0,1,1,1,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
105961.03,24.0,46.0,3.0,16.5,2.5,8800.0,14000.0,87000.0,1.0,1,1,1,1,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
200000.0,24.0,37.0,3.0,5.66,3.91,10000.0,0.0,45000.0,1.0,1,1,0,0,1,1,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
300000.0,24.0,58.0,3.0,18.66,13.66,11000.0,0.0,65000.0,1.0,1,1,0,0,1,1,1,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
900000.0,48.0,55.0,3.0,15.08,15.08,25362.0,0.0,150000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
692469.25,60.0,56.0,3.0,49.58,30.41,19771.0,17823.0,89910.0,1.0,1,1,1,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
200000.0,0.0,46.0,3.0,25.41,24.5,2667.0,0.0,40000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
200000.0,0.0,42.0,4.0,10.58,19.58,4000.0,8200.0,76100.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
170000.0,0.0,50.0,4.0,4.25,6.75,11700.0,15000.0,81747.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
150000.0,0.0,43.0,3.0,16.91,3.25,14000.0,13100.0,125000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
848365.3,60.0,45.0,5.0,20.58,14.58,20700.0,20250.0,106823.0,1.0,1,1,1,1,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
300000.0,0.0,39.0,2.0,27.83,8.66,4000.0,0.0,64055.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
300000.0,1.0,57.0,2.0,18.41,3.41,5000.0,0.0,50000.0,1.0,1,1,0,0,1,1,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
150000.0,0.0,40.0,4.0,21.25,8.16,2000.0,26779.0,184521.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
50000.0,0.0,57.0,2.0,17.41,24.5,5000.0,0.0,50000.0,1.0,1,1,0,0,1,1,1,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
372235.6,60.0,56.0,2.0,14.58,6.58,18000.0,0.0,80000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
100000.0,0.0,38.0,3.0,15.58,11.08,4500.0,0.0,70000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
50000.0,0.0,39.0,2.0,15.41,11.08,2000.0,0.0,70000.0,1.0,0,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
150000.0,0.0,47.0,3.0,9.91,25.91,5000.0,0.0,50000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
150000.0,0.0,59.0,2.0,12.41,19.41,10000.0,0.0,48000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
61000.0,0.0,53.0,4.0,17.66,9.66,2000.0,0.0,60000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
500000.0,36.0,45.0,4.0,13.0,24.0,16000.0,0.0,106000.0,1.0,0,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
50000.0,0.0,46.0,3.0,22.08,20.08,5000.0,0.0,45000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
130000.0,0.0,47.0,4.0,24.83,24.83,5000.0,0.0,50000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
100000.0,0.0,46.0,4.0,15.66,18.66,4000.0,0.0,50000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
362786.03,48.0,53.0,4.0,36.75,17.75,14200.0,0.0,64500.0,1.0,1,1,0,0,1,1,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
100000.0,12.0,48.0,2.0,18.0,26.0,8700.0,0.0,47000.0,1.0,0,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
800999.75,60.0,45.0,6.0,21.66,21.66,23737.0,0.0,171877.0,1.0,0,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
527125.1,36.0,46.0,4.0,25.16,20.83,19755.0,0.0,91362.0,1.0,1,1,0,0,1,1,1,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
147000.0,0.0,45.0,4.0,22.91,27.91,12700.0,0.0,80000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
160000.0,12.0,47.0,4.0,22.33,23.83,13770.0,0.0,50000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
300000.0,36.0,47.0,4.0,17.66,16.66,9300.0,0.0,50000.0,1.0,0,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
300000.0,12.0,56.0,4.0,37.33,22.08,25900.0,0.0,100780.0,1.0,1,1,0,0,1,1,1,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
50000.0,0.0,50.0,5.0,31.91,31.91,4000.0,0.0,60000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
400000.0,36.0,53.0,1.0,15.41,24.41,12400.0,0.0,60000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
150000.0,24.0,45.0,4.0,19.58,24.58,3000.0,21000.0,89000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
160000.0,0.0,51.0,4.0,17.75,23.75,5000.0,19000.0,104000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
150000.0,0.0,39.0,1.0,12.75,12.75,10000.0,0.0,49000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
50000.0,0.0,40.0,2.0,10.25,17.25,11400.0,0.0,50000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
600000.0,36.0,38.0,2.0,15.83,15.83,17500.0,0.0,60000.0,1.0,1,1,1,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
500000.0,36.0,46.0,4.0,25.58,17.58,15393.0,0.0,73430.0,1.0,1,1,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
500000.0,36.0,56.0,2.0,22.66,21.66,15393.0,9044.0,73132.0,1.0,1,1,1,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
161800.0,0.0,48.0,4.0,25.75,22.75,11610.0,0.0,100000.0,1.0,1,1,0,0,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1000000.0,60.0,51.0,3.0,20.91,19.25,21742.0,0.0,75000.0,1.0,1,1,0,0,1,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
